iter,train_loss,sim_loss,reg_loss,valid_loss,sim_loss,reg_loss,dice_valid
1,-1.104289,-1.104378,0.000886,0.089222,-1.112009,-1.112113,0.001130,0.103666,0.786667
2,-1.105209,-1.105292,0.000744,0.082557,-1.112686,-1.112746,0.000414,0.060089,0.895409
3,-1.107786,-1.107847,0.000382,0.061345,-1.111956,-1.112023,0.000385,0.067745,0.866397
4,-1.107367,-1.107438,0.000434,0.070942,-1.112110,-1.112182,0.000570,0.072825,0.839024
5,-1.107720,-1.107795,0.000750,0.074606,-1.112466,-1.112540,0.000856,0.073464,0.874840
6,-1.110082,-1.110153,0.000834,0.070694,-1.115425,-1.115489,0.000610,0.063947,0.862137
7,-1.110336,-1.110412,0.000820,0.076228,-1.117233,-1.117316,0.001086,0.082979,0.865711
8,-1.112021,-1.112116,0.001507,0.094626,-1.118460,-1.118571,0.002300,0.110390,0.830127
9,-1.112812,-1.112933,0.002828,0.120706,-1.118685,-1.118805,0.002852,0.119680,0.825967
10,-1.112750,-1.112866,0.002756,0.114966,-1.115443,-1.115532,0.001497,0.089131,0.857133
----time_used: 13.941051
11,-1.111216,-1.111315,0.001783,0.098277,-1.117237,-1.117344,0.002400,0.106325,0.875012
12,-1.114352,-1.114477,0.003181,0.124709,-1.121969,-1.122114,0.004305,0.145181,0.832320
13,-1.115102,-1.115257,0.005031,0.154604,-1.118266,-1.118412,0.004941,0.144945,0.849693
14,-1.114967,-1.115108,0.004785,0.139827,-1.121610,-1.121730,0.003942,0.119833,0.829598
15,-1.115575,-1.115708,0.004695,0.133023,-1.124407,-1.124552,0.005581,0.144462,0.834619
16,-1.117340,-1.117491,0.005823,0.151027,-1.119979,-1.120130,0.006074,0.150753,0.845965
17,-1.117175,-1.117348,0.007952,0.172276,-1.124896,-1.125071,0.008643,0.174159,0.813215
18,-1.116857,-1.117036,0.008339,0.178058,-1.124403,-1.124576,0.008130,0.172633,0.842192
19,-1.118941,-1.119124,0.008574,0.181345,-1.122305,-1.122472,0.006598,0.166791,0.812279
20,-1.115767,-1.115940,0.006527,0.173210,-1.123601,-1.123781,0.007448,0.179011,0.822145
----time_used: 25.031727
21,-1.120010,-1.120205,0.008382,0.194085,-1.125830,-1.126028,0.009102,0.196943,0.823168
22,-1.119996,-1.120207,0.010312,0.209668,-1.127020,-1.127231,0.010997,0.210430,0.819416
23,-1.121163,-1.121390,0.012507,0.225864,-1.124202,-1.124439,0.014032,0.235406,0.807962
24,-1.121473,-1.121717,0.014839,0.243011,-1.128822,-1.129063,0.014991,0.239453,0.816406
25,-1.121137,-1.121377,0.014000,0.238105,-1.127415,-1.127645,0.012325,0.229218,0.818830
26,-1.121801,-1.122046,0.014073,0.243599,-1.124657,-1.124899,0.013655,0.240149,0.836400
27,-1.119715,-1.119957,0.012685,0.240213,-1.127409,-1.127636,0.010108,0.225475,0.815445
28,-1.121222,-1.121455,0.010828,0.231235,-1.128148,-1.128380,0.011734,0.231160,0.833825
29,-1.123825,-1.124062,0.012671,0.236489,-1.129264,-1.129496,0.012350,0.230440,0.832779
30,-1.123063,-1.123307,0.012887,0.242734,-1.128190,-1.128456,0.015151,0.264232,0.836067
----time_used: 36.533723
31,-1.125083,-1.125353,0.014809,0.268687,-1.128790,-1.129040,0.012382,0.248737,0.843700
32,-1.124467,-1.124731,0.013221,0.262594,-1.130374,-1.130653,0.015013,0.277784,0.819204
33,-1.124712,-1.124995,0.015129,0.281135,-1.130079,-1.130358,0.015675,0.277467,0.854342
34,-1.125959,-1.126235,0.014036,0.273974,-1.131573,-1.131847,0.011918,0.272975,0.830312
35,-1.126338,-1.126625,0.011961,0.286356,-1.131416,-1.131698,0.011839,0.280152,0.839327
36,-1.127657,-1.127948,0.013326,0.289613,-1.132577,-1.132868,0.013858,0.289501,0.828428
37,-1.124515,-1.124798,0.013001,0.281829,-1.129203,-1.129483,0.013708,0.278766,0.830136
38,-1.124803,-1.125073,0.012643,0.268055,-1.131274,-1.131552,0.014328,0.276097,0.839988
39,-1.127293,-1.127602,0.017474,0.306895,-1.133254,-1.133591,0.021159,0.335625,0.821429
40,-1.128984,-1.129331,0.020805,0.344480,-1.132304,-1.132643,0.019415,0.336999,0.837766
----time_used: 48.112879
41,-1.127919,-1.128260,0.018008,0.339148,-1.133556,-1.133893,0.016999,0.334835,0.841382
42,-1.129880,-1.130222,0.016946,0.339940,-1.136363,-1.136706,0.018364,0.341977,0.830942
43,-1.130420,-1.130769,0.019322,0.346813,-1.133742,-1.134093,0.020768,0.349718,0.826750
44,-1.130382,-1.130737,0.020635,0.353281,-1.130747,-1.131075,0.015941,0.325576,0.786768
45,-1.125806,-1.126133,0.016379,0.325161,-1.134968,-1.135299,0.019371,0.328969,0.836073
46,-1.129727,-1.130065,0.018808,0.335673,-1.134402,-1.134737,0.017768,0.332854,0.852007
47,-1.130890,-1.131238,0.019137,0.346481,-1.135133,-1.135474,0.019591,0.339136,0.849509
48,-1.131393,-1.131750,0.020364,0.354358,-1.138052,-1.138434,0.022646,0.379299,0.837354
49,-1.133734,-1.134126,0.023448,0.390271,-1.137907,-1.138280,0.021778,0.370729,0.837424
50,-1.131639,-1.132005,0.020025,0.364927,-1.136276,-1.136644,0.021507,0.366390,0.852660
----time_used: 59.090655
51,-1.133021,-1.133390,0.020675,0.366865,-1.137642,-1.137997,0.018364,0.352797,0.837163
52,-1.133252,-1.133621,0.019491,0.366403,-1.134385,-1.134787,0.024639,0.399444,0.856630
53,-1.130633,-1.131033,0.023451,0.397296,-1.137266,-1.137633,0.021545,0.364814,0.832453
54,-1.130483,-1.130845,0.020946,0.359463,-1.135317,-1.135657,0.019874,0.338280,0.862047
55,-1.133463,-1.133816,0.019804,0.351375,-1.138588,-1.138948,0.019864,0.358642,0.855081
56,-1.133736,-1.134124,0.023282,0.385415,-1.139731,-1.140133,0.026371,0.399401,0.846964
57,-1.134793,-1.135203,0.026653,0.406906,-1.136907,-1.137312,0.026635,0.402936,0.852949
58,-1.135832,-1.136249,0.026878,0.415035,-1.140606,-1.141026,0.027081,0.417200,0.826442
59,-1.135849,-1.136282,0.027223,0.430935,-1.137011,-1.137458,0.029698,0.443351,0.812795
60,-1.135492,-1.135915,0.027624,0.420650,-1.138479,-1.138854,0.022263,0.373046,0.831701
----time_used: 70.096403
61,-1.133411,-1.133789,0.023778,0.376358,-1.140507,-1.140888,0.024185,0.378985,0.855630
62,-1.135134,-1.135532,0.024389,0.395375,-1.140166,-1.140560,0.021520,0.391729,0.850070
63,-1.137157,-1.137559,0.021885,0.400017,-1.141502,-1.141909,0.022857,0.405001,0.839718
64,-1.138333,-1.138758,0.025522,0.421590,-1.142588,-1.143026,0.029769,0.435529,0.835457
65,-1.137444,-1.137890,0.031938,0.443132,-1.143201,-1.143643,0.028599,0.439391,0.821623
66,-1.139458,-1.139905,0.029427,0.444188,-1.141283,-1.141746,0.033849,0.460528,0.863836
67,-1.139673,-1.140137,0.034474,0.460910,-1.139693,-1.140115,0.026907,0.419445,0.789456
68,-1.131438,-1.131849,0.025007,0.408417,-1.135646,-1.136062,0.024706,0.413102,0.783543
69,-1.135751,-1.136188,0.026815,0.434265,-1.142491,-1.142922,0.026701,0.428452,0.820006
70,-1.136781,-1.137198,0.025625,0.415020,-1.139321,-1.139716,0.022745,0.393545,0.849112
----time_used: 81.168040
71,-1.137506,-1.137934,0.026575,0.425648,-1.143527,-1.144007,0.033268,0.476303,0.848213
72,-1.137927,-1.138406,0.033924,0.475741,-1.140898,-1.141341,0.029305,0.440273,0.827276
73,-1.136433,-1.136861,0.027377,0.425286,-1.142276,-1.142713,0.029140,0.433435,0.832997
74,-1.140370,-1.140844,0.033665,0.470567,-1.141143,-1.141645,0.040044,0.497177,0.833858
75,-1.140408,-1.140911,0.040748,0.498759,-1.143254,-1.143730,0.034839,0.472528,0.828571
76,-1.139932,-1.140380,0.030891,0.444763,-1.143616,-1.144055,0.029952,0.435985,0.823813
77,-1.138493,-1.138943,0.032419,0.446438,-1.142808,-1.143267,0.031464,0.455346,0.853036
78,-1.139446,-1.139923,0.034590,0.473985,-1.143899,-1.144388,0.037844,0.486117,0.823985
79,-1.141853,-1.142365,0.041495,0.507602,-1.142576,-1.143095,0.042159,0.515675,0.800013
80,-1.140158,-1.140657,0.037294,0.495449,-1.140303,-1.140767,0.030403,0.460513,0.852066
----time_used: 92.139279
81,-1.138926,-1.139396,0.029485,0.466800,-1.142331,-1.142806,0.030813,0.472084,0.808811
82,-1.139558,-1.140046,0.035217,0.484159,-1.147582,-1.148073,0.035539,0.486721,0.839505
83,-1.143003,-1.143504,0.036440,0.498210,-1.146058,-1.146561,0.036315,0.499422,0.848520
84,-1.143035,-1.143537,0.035957,0.498047,-1.147310,-1.147805,0.036286,0.490907,0.843887
85,-1.143289,-1.143786,0.036029,0.492890,-1.147415,-1.147896,0.033824,0.477929,0.857043
86,-1.141783,-1.142268,0.034399,0.480649,-1.146076,-1.146587,0.039057,0.507305,0.853702
87,-1.143553,-1.144074,0.039283,0.517359,-1.146007,-1.146518,0.036205,0.508120,0.837062
88,-1.142024,-1.142521,0.034099,0.493925,-1.146759,-1.147259,0.035291,0.496562,0.849774
89,-1.145034,-1.145557,0.038673,0.518889,-1.146781,-1.147318,0.042868,0.532503,0.854090
90,-1.144922,-1.145448,0.039078,0.522074,-1.146791,-1.147292,0.034569,0.497052,0.832043
----time_used: 102.060459
91,-1.143486,-1.144001,0.036811,0.511186,-1.147065,-1.147622,0.046348,0.552622,0.802522
